time,ip,controller,order,inner,label,square,pennelement_type,pennelement_name,parameter,value,event_time,id,text,mod,lin,syn,dupl,comments
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,25,0,experiment,NULL,Scale,judgement,Choice,1,1734465948475,undefined,У тебя и пьяного иногда отлично голова работает.,depic,R,high,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,21,0,experiment,NULL,Scale,judgement,Choice,2,1734465954579,undefined,Я каждый раз прошу у него помощи у уставшего.,depic,E,low,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,6,0,experiment,NULL,Scale,judgement,Choice,7,1734465955958,undefined,Он одолжил денег у них у всех.,vse,R,low,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,18,0,experiment,NULL,Scale,judgement,Choice,7,1734465957291,undefined,Он одолжил у них денег у всех.,vse,E,low,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,37,0,experiment,NULL,Scale,judgement,Choice,1,1734465959981,undefined,У тебя иногда и пьяного отлично голова работает.,depic,E,high,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,27,0,experiment,NULL,Scale,judgement,Choice,3,1734465963203,undefined,Не волнуйся%2C он это спрашивал у нас каждого.,kazhdy,R,low,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,8,0,experiment,NULL,Scale,judgement,Choice,7,1734465965279,undefined,Она мечтала обо всем спросить у него у самого.,sam,R,low,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,12,0,experiment,NULL,Scale,judgement,Choice,7,1734465967441,undefined,У самого у меня сейчас возникли вопросы к организаторам этого мероприятия.,sam,L,high,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,11,0,experiment,NULL,Scale,judgement,Choice,7,1734465969491,undefined,У каждого у них небось по куче денег.,kazhdy,L,high,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,9,0,experiment,NULL,Scale,judgement,Choice,2,1734465972904,undefined,Я каждый раз прошу помощи у него у уставшего.,depic,R,low,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,15,0,experiment,NULL,Scale,judgement,Choice,7,1734465974774,undefined,У них небось у каждого по куче денег.,kazhdy,E,high,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,23,0,experiment,NULL,Scale,judgement,Choice,1,1734465977353,undefined,У нас каждого сегодня есть чем поделиться.,kazhdy,R,high,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,40,0,experiment,NULL,Scale,judgement,Choice,1,1734465980061,undefined,Я узнал у нее все детали самой.,sam,E,low,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,2,0,experiment,NULL,Scale,judgement,Choice,7,1734465982320,undefined,У нас у всех недавно произошло трагическое событие.,vse,R,high,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,22,0,experiment,NULL,Scale,judgement,Choice,7,1734465984195,undefined,У нас всех сегодня очень интересные доклады.,vse,R,high,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,16,0,experiment,NULL,Scale,judgement,Choice,7,1734465986961,undefined,У меня сейчас у самого возникли вопросы к организаторам этого мероприятия.,sam,E,high,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,31,0,experiment,NULL,Scale,judgement,Choice,1,1734465988824,undefined,У каждого нас сегодня есть чем поделиться.,kazhdy,L,high,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,24,0,experiment,NULL,Scale,judgement,Choice,7,1734465991304,undefined,У него самого теперь почти нет денег.,sam,R,high,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,36,0,experiment,NULL,Scale,judgement,Choice,1,1734465993407,undefined,У него теперь самого почти нет денег.,sam,E,high,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,34,0,experiment,NULL,Scale,judgement,Choice,4,1734465997595,undefined,У нас сегодня всех очень интересные доклады.,vse,E,high,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,3,0,experiment,NULL,Scale,judgement,Choice,7,1734465999441,undefined,У них у каждого небось по куче денег.,kazhdy,R,high,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,29,0,experiment,NULL,Scale,judgement,Choice,2,1734466003367,undefined,Я никогда раньше не был у него больного.,depic,R,low,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,5,0,experiment,NULL,Scale,judgement,Choice,7,1734466004862,undefined,У него и у больного часто получается лучше%2C чем других.,depic,R,high,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,7,0,experiment,NULL,Scale,judgement,Choice,7,1734466006766,undefined,Она проверила домашнее задание у нас у каждого.,kazhdy,R,low,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,28,0,experiment,NULL,Scale,judgement,Choice,7,1734466008312,undefined,Я узнал все детали у нее самой.,sam,R,low,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,32,0,experiment,NULL,Scale,judgement,Choice,7,1734466011038,undefined,У самого него теперь почти нет денег.,sam,L,high,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,38,0,experiment,NULL,Scale,judgement,Choice,1,1734466013220,undefined,Мы у них уже бывали в гостях всех.,vse,E,low,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,17,0,experiment,NULL,Scale,judgement,Choice,7,1734466016358,undefined,У него часто и у больного получается лучше%2C чем других.,depic,E,high,True,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,41,0,experiment,NULL,Scale,judgement,Choice,1,1734466018271,undefined,Я у него никогда раньше не был больного.,depic,E,low,False,NULL
1734466021,7f504458c8cfcc5280967e5a2f2dd15f,PennController,30,0,experiment,NULL,Scale,judgement,Choice,7,1734466021254,undefined,У всех нас сегодня очень интересные доклады.,vse,L,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,25,0,experiment,NULL,Scale,judgement,Choice,3,1734466715474,undefined,У тебя и пьяного иногда отлично голова работает.,depic,R,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,30,0,experiment,NULL,Scale,judgement,Choice,6,1734466722066,undefined,У всех нас сегодня очень интересные доклады.,vse,L,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,12,0,experiment,NULL,Scale,judgement,Choice,1,1734466726937,undefined,У самого у меня сейчас возникли вопросы к организаторам этого мероприятия.,sam,L,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,4,0,experiment,NULL,Scale,judgement,Choice,3,1734466732477,undefined,У меня у самого сейчас возникли вопросы к организаторам этого мероприятия.,sam,R,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,20,0,experiment,NULL,Scale,judgement,Choice,1,1734466736629,undefined,Она мечтала у него обо всем спросить у самого.,sam,E,low,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,3,0,experiment,NULL,Scale,judgement,Choice,7,1734466740320,undefined,У них у каждого небось по куче денег.,kazhdy,R,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,16,0,experiment,NULL,Scale,judgement,Choice,5,1734466752260,undefined,У меня сейчас у самого возникли вопросы к организаторам этого мероприятия.,sam,E,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,22,0,experiment,NULL,Scale,judgement,Choice,7,1734466755644,undefined,У нас всех сегодня очень интересные доклады.,vse,R,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,8,0,experiment,NULL,Scale,judgement,Choice,1,1734466760034,undefined,Она мечтала обо всем спросить у него у самого.,sam,R,low,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,13,0,experiment,NULL,Scale,judgement,Choice,2,1734466762923,undefined,И у больного у него часто получается лучше%2C чем других.,depic,L,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,39,0,experiment,NULL,Scale,judgement,Choice,1,1734466769279,undefined,Не волнуйся%2C он у нас это спрашивал каждого.,kazhdy,E,low,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,9,0,experiment,NULL,Scale,judgement,Choice,4,1734466774413,undefined,Я каждый раз прошу помощи у него у уставшего.,depic,R,low,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,11,0,experiment,NULL,Scale,judgement,Choice,2,1734466779781,undefined,У каждого у них небось по куче денег.,kazhdy,L,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,24,0,experiment,NULL,Scale,judgement,Choice,7,1734466784970,undefined,У него самого теперь почти нет денег.,sam,R,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,37,0,experiment,NULL,Scale,judgement,Choice,7,1734466787956,undefined,У тебя иногда и пьяного отлично голова работает.,depic,E,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,15,0,experiment,NULL,Scale,judgement,Choice,7,1734466794847,undefined,У них небось у каждого по куче денег.,kazhdy,E,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,5,0,experiment,NULL,Scale,judgement,Choice,7,1734466799832,undefined,У него и у больного часто получается лучше%2C чем других.,depic,R,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,36,0,experiment,NULL,Scale,judgement,Choice,7,1734466803723,undefined,У него теперь самого почти нет денег.,sam,E,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,26,0,experiment,NULL,Scale,judgement,Choice,3,1734466807192,undefined,Мы уже бывали в гостях у них всех.,vse,R,low,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,21,0,experiment,NULL,Scale,judgement,Choice,2,1734466811496,undefined,Я каждый раз прошу у него помощи у уставшего.,depic,E,low,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,28,0,experiment,NULL,Scale,judgement,Choice,6,1734466815169,undefined,Я узнал все детали у нее самой.,sam,R,low,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,7,0,experiment,NULL,Scale,judgement,Choice,6,1734466819156,undefined,Она проверила домашнее задание у нас у каждого.,kazhdy,R,low,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,40,0,experiment,NULL,Scale,judgement,Choice,2,1734466850927,undefined,Я узнал у нее все детали самой.,sam,E,low,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,14,0,experiment,NULL,Scale,judgement,Choice,5,1734466864153,undefined,У нас недавно у всех произошло трагическое событие.,vse,E,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,18,0,experiment,NULL,Scale,judgement,Choice,3,1734466868850,undefined,Он одолжил у них денег у всех.,vse,E,low,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,38,0,experiment,NULL,Scale,judgement,Choice,1,1734466872857,undefined,Мы у них уже бывали в гостях всех.,vse,E,low,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,35,0,experiment,NULL,Scale,judgement,Choice,1,1734466877173,undefined,У нас сегодня каждого есть чем поделиться.,kazhdy,E,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,34,0,experiment,NULL,Scale,judgement,Choice,7,1734466880760,undefined,У нас сегодня всех очень интересные доклады.,vse,E,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,2,0,experiment,NULL,Scale,judgement,Choice,7,1734466884493,undefined,У нас у всех недавно произошло трагическое событие.,vse,R,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,19,0,experiment,NULL,Scale,judgement,Choice,6,1734466903679,undefined,Она проверила у нас домашнее задание у каждого.,kazhdy,E,low,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,29,0,experiment,NULL,Scale,judgement,Choice,2,1734466911859,undefined,Я никогда раньше не был у него больного.,depic,R,low,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,6,0,experiment,NULL,Scale,judgement,Choice,7,1734466916209,undefined,Он одолжил денег у них у всех.,vse,R,low,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,10,0,experiment,NULL,Scale,judgement,Choice,6,1734466921899,undefined,У всех у нас недавно произошло трагическое событие.,vse,L,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,27,0,experiment,NULL,Scale,judgement,Choice,6,1734466929613,undefined,Не волнуйся%2C он это спрашивал у нас каждого.,kazhdy,R,low,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,41,0,experiment,NULL,Scale,judgement,Choice,1,1734466933963,undefined,Я у него никогда раньше не был больного.,depic,E,low,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,32,0,experiment,NULL,Scale,judgement,Choice,7,1734466937709,undefined,У самого него теперь почти нет денег.,sam,L,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,33,0,experiment,NULL,Scale,judgement,Choice,6,1734466941212,undefined,И у пьяного тебя иногда отлично голова работает.,depic,L,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,31,0,experiment,NULL,Scale,judgement,Choice,1,1734466946284,undefined,У каждого нас сегодня есть чем поделиться.,kazhdy,L,high,False,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,17,0,experiment,NULL,Scale,judgement,Choice,6,1734466950196,undefined,У него часто и у больного получается лучше%2C чем других.,depic,E,high,True,NULL
1734466953,bea2a5a0d5d8731c3f486525d6f9825a,PennController,23,0,experiment,NULL,Scale,judgement,Choice,1,1734466954172,undefined,У нас каждого сегодня есть чем поделиться.,kazhdy,R,high,False,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,13,0,experiment,NULL,Scale,judgement,Choice,2,1734466803480,undefined,И у пьяного у тебя иногда отлично голова работает.,depic,L,high,True,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,37,0,experiment,NULL,Scale,judgement,Choice,2,1734466817885,undefined,У него часто и больного получается лучше%2C чем других.,depic,E,high,False,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,36,0,experiment,NULL,Scale,judgement,Choice,4,1734466825369,undefined,У меня сейчас самого возникли вопросы к организаторам этого мероприятия.,sam,E,high,False,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,29,0,experiment,NULL,Scale,judgement,Choice,4,1734466829676,undefined,Я каждый раз прошу помощи у него уставшего.,depic,R,low,False,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,39,0,experiment,NULL,Scale,judgement,Choice,1,1734466834066,undefined,Она проверила у нас домашнее задание каждого.,kazhdy,E,low,False,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,9,0,experiment,NULL,Scale,judgement,Choice,4,1734466838931,undefined,Я никогда раньше не был у него у больного.,depic,R,low,True,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,15,0,experiment,NULL,Scale,judgement,Choice,7,1734466847706,undefined,У нас сегодня у каждого есть чем поделиться.,kazhdy,E,high,True,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,12,0,experiment,NULL,Scale,judgement,Choice,4,1734466851388,undefined,У самого у него теперь почти нет денег.,sam,L,high,True,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,7,0,experiment,NULL,Scale,judgement,Choice,5,1734466856185,undefined,Не волнуйся%2C он это спрашивал у нас у каждого.,kazhdy,R,low,True,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,8,0,experiment,NULL,Scale,judgement,Choice,6,1734466861165,undefined,Я узнал все детали у нее у самой.,sam,R,low,True,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,5,0,experiment,NULL,Scale,judgement,Choice,7,1734466866000,undefined,У тебя и у пьяного иногда отлично голова работает.,depic,R,high,True,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,40,0,experiment,NULL,Scale,judgement,Choice,7,1734466870205,undefined,Она мечтала у него обо всем спросить самого.,sam,E,low,False,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,27,0,experiment,NULL,Scale,judgement,Choice,5,1734466873844,undefined,Она проверила домашнее задание у нас каждого.,kazhdy,R,low,False,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,38,0,experiment,NULL,Scale,judgement,Choice,3,1734466876707,undefined,Он одолжил у них денег всех.,vse,E,low,False,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,30,0,experiment,NULL,Scale,judgement,Choice,7,1734466881949,undefined,У всех нас недавно произошло трагическое событие.,vse,L,high,False,NULL
1734467001,b3ba0931046ef25a180ed2e0eb26ce2c,PennController,33,0,experiment,NULL,Scale,judgement,Choice,5,1734466888220,undefined,И у больного него часто получается лучше%2C чем других.,depic,L,high,False,NULL
